이름,플랫폼,작가,그림,장르,상태,요일,좋아요,별점,총화수,무료,줄거리,첫화링크
세기말 풋사과 보습학원,naverseries,순끼,순끼,순정,연재중,목,754,9.9,134,131화,"어릴 때 알던 재수없던 놈이 더 재수없는 놈이 되어 돌아왔다중3 황미애의 옆 빌라에 어릴 때 잠깐 시골에서 봤던 김철이 이사 와 같은 학교 같은 반이 되고 '철이와 미애'라 놀림 받자 김철은 미애를 불쾌해하며 피한다너만 불쾌한 줄 알아? 나쁜 놈 미애는 속이 상하지만 그럼에도 자꾸 이상한 우연으로 계속 엮이며 트러블이 발생, 결국 둘은 크게 마음이 상하고 서로 더 이상 아는 척 하지 않으려 한다맨날 화만내는 김철과, 황미애 인생에 처음 만나는 이상한 친구들까지 엮이게 되며 미애는 사춘기를 정통으로 겪게 되는데접기",https://series.naver.com/comic/detail.series?productNo=5750851&sortOrder=DESC#priceInfo
센스제로,naverseries,구리,구리,순정,연재중,목,3,10.0,39,33화,매사에 너무 너무 긍정적이라서 일까? 긍정적인만큼 눈치가 없어도 너무 없는 윤지호 그런 그녀를 오랫동안 남몰래 짝사랑해온 남자들이 있다 과연 그들의 마음이 최악의 센스제로 윤지호에게 닿을 수 있을까?이 시대 최고의 넌씨눈 코미디 로맨스접기,https://series.naver.com/comic/detail.series?productNo=10268513&sortOrder=DESC#priceInfo
커플브레이커,naverseries,기맹기,태건,순정,연재중,목,58,9.9,53,48화,"기존의 뻔한 짝짓기 프로그램은 가라 사랑을 시험하고 싶은 각양각색의 연인들이 한 자리에 모였다 누군가는 환승한 연인에게 복수를 위해, 또 어떤 커플은 더 유명해 지고 싶어서 혹은 진실한 사랑을 확인하기 위해 초인기 히트 연애 예능 프로그램 를 무대로 펼쳐지는 마라맛 복수 로맨스 <자매전쟁> 기맹기, <원수를 사랑하라> 태건 작가의 만남접기",https://series.naver.com/comic/detail.series?productNo=9275285&sortOrder=DESC#priceInfo
중간에서 만나,naverseries,조흰,윤김,순정,일시적 휴재,42일,48,10.0,51,전화,"""내가 재밌게 해줄 수 있는데""서른 살, 노잼 인생을 살고 있는 여름 앞에어느 날 나타난 미스테리 연하남앞뒤 가리지 않고 직진하는 모습이 그저 귀엽다가도,  어딘가 세하고 어딘가 집착적인데? 대체 너 나한테 원하는 게 뭐니?두근두근 쌍방사기 로맨스 코미디접기",https://series.naver.com/comic/detail.series?productNo=9674660&sortOrder=DESC#priceInfo
무법신선의 도시강림,naverseries,편연연우중,가람,소년,시즌 휴재,금,4,9.1,210,4화,"이 드넓은 다중우주에서 나를 부르는 호칭은 셀 수 없이 많다 셀 수 없이 오랜 세월을 살며 누군가는 나를 천존(天尊)이라 부르기도, 누군가는 나를 천제(天帝)라고 부르기도 했다 하지만 현대 도시에서 내 이름은 임윤 내 삶의 목표는 딱 하나 아주 오래전에 놓친 내 전부이자 연인을 되찾는 것 어렵사리 다시 만난 연인은 날 기억하지 못한다 오히려 자신의 예전 기억을 찾는 것을 거부하면서 스스로의 힘으로 수련을 시작하고자 하는데 하지만 난 너만 안전하면 돼 난 이 도시, 네 곁에서 각종 위협으로부터 널 지킬 거야접기",https://series.naver.com/comic/detail.series?productNo=6854706&sortOrder=DESC#priceInfo
작까세요,naverseries,에크치,닉넹,드라마,연재중,화,2,8.7,51,5화,"""막내도 밟히면 꿈틀하거든요""드라마 작가를 꿈꾸는 설나진은드라마 작가 작업실의 막내 작가로 입사하게 된다꿈을 이뤘다는 행복감도 잠시,선배들의 美친 갑질이 시작되는데그러던 어느 날,모종의 사건으로 나진의 인생이 송두리째 흔들리고,나진은 인생 전부를 배팅한 복수를 계획한다접기",https://series.naver.com/comic/detail.series?productNo=10154745&sortOrder=DESC#priceInfo
공주전쟁,naverseries,Hujing,Luojie,순정,완결,금,12,8.7,150,5화,"이 시대의 워커홀릭 직장인 ‘한 마리’ 평범하게(?) 과로사로 사망 지긋지긋한 노예 인생 이제 다 끝인가 했더니 웬 고양이?장화 신은 고양이가 건넨 환생의 기회 이름하여 ‘프린세스 서바이벌 게임’동화 속 공주님 중 한 명이 되어 황자와 결혼하는데 성공하면 다시 현실 세계로 돌아가 살 수 있는 기회를 주겠다고 하는데 사랑에도 생명 연장에도 별 뜻 없는 그녀의 마음을 사로잡은 건 바로 상금 승리자에게는 생명 연장과 함께 어마어마한 상금을 주어진다 “오케이 도전”그런데 하필 그 많고 많은 공주 중에서 가장 지루하고 별 볼일 없는 완두콩 공주라니? 부와 명예를 모두 가진 개구리 공주, 성격 출신 모두 완벽한 백조 공주, 그리고 치명적인 매력의 섹시한 인어공주… 7명의 플레이어 중 과연 왕자의 마음을 쟁취하는 플레이어는? 사랑과 돈, 새로운 인생 모든 것을 얻기 위한 동화 속 공주님들의 서바이벌 게임이 시작된다접기",https://series.naver.com/comic/detail.series?productNo=5878367&sortOrder=DESC#priceInfo
희란국연가,naverseries,김수지,MIDNIGHT STUDIO,순정,완결,목,284,9.8,69,7화,"희란국의 장군 자현은 왕의 명령으로 '귀신을 보는 공주' 소루와 결혼한다 자현은 소루를 냉대하지만, 자현에게는 귀신을 물리치는 힘이 있었고 소루는 그의 곁에 머물길 원한다 유일한 안식처인 자현을 위해 모든 것을 희생하려는 소루 자현은 그런 소루가 점점 신경 쓰이는데…접기",https://series.naver.com/comic/detail.series?productNo=6660807&sortOrder=DESC#priceInfo
데드퀸,naverseries,김규삼,김규삼,소년,시즌 휴재,21일,147,9.8,163,전화,"절망에 빠져 죽음이 임박했을때, 진짜 여왕이 재림한다하이브 세계관의 장대한 끝, 데드퀸",https://series.naver.com/comic/detail.series?productNo=5478587&sortOrder=DESC#priceInfo
마이 페어 메이드,naverseries,솔체/DIAN,샌도,순정,완결,금,52,9.7,85,3화,"특기가 청소인 귀여운 메이드 샌디, 까칠한 바람둥이 도련님 킬리언의 약혼녀가 되다어느 번개 치던 날 사교계 최고 미녀인 알렉산드라에게 빙의 된 샌디평소 침 흘리며 바라보던 공작가 도련님 킬리언의 약혼녀가 되어 있다하지만 두 사람은 서로에게 최악인 상대…원래의 몸으로 돌아가기 위해, 샌디는 본심을 감추고 알렉산드라 역할을 한다접기",https://series.naver.com/comic/detail.series?productNo=8033729&sortOrder=DESC#priceInfo
천신회귀,naverseries,,YU ZHE,무협,완결,토,2,8.7,157,4화,"최연소로 수선계에 등선한 임결무서운 속도로 성장하는 그를 수선계 장로들은 아니꼽게 보았고자신들의 자리를 넘본다는 착각에 비밀리에 그의 목숨을여러 차례 위협하게 된다그럼에도 불구하고 죽지 않자 장로들은자신들이 직접 나서 그를 처단하기로 결정하고 습격한다임결은 자신의 죽음을 직감하여 이런 사태를대비해 챙겨놓았던 천신의 무구, '구천현리'를발동시켜 동귀어진을 선택한다죽은 줄만 알았던 임결은자신의 의식이 살아있음을 확인하고 눈을 떴더니과거 자신의 집안이 무너져 친부의 지인의 집에서깨어나게 되는데전생에서 겪은 억울한 대우와 차별을 받지 않기 위해그는 새로이 인생을 시작하여 천신이 되리라 다짐한다접기",https://series.naver.com/comic/detail.series?productNo=8033753&sortOrder=DESC#priceInfo
수라재천,naverseries,김주호,MKC,무협,완결,화,4,8.9,40,3화,"구 무림 영웅들의 힘이 담겨 있는 '유물'은 영웅들의 힘을 자유자재로 사용할 수 있는 막대한 힘을 가진 영물이다 무림맹은 무림의 혼란을 막고 무림의 평화를 위해 '관'을 창설하여 유물을 회수하려 하지만, 정작 관주는 유물의 힘을 이용해 무림의 지배자가 되고자 한다 주인공 공손랑은 관주를 저지하고 진정한 무림계의 평화를 만들고자 움직인다 "" 유물을 쥐고 있는자 무림을 쥐고 있으리라""접기",https://series.naver.com/comic/detail.series?productNo=9266938&sortOrder=DESC#priceInfo
그거 사랑 아니야,naverseries,민원백,민원백,순정,연재중,목,4,9.9,40,38화,"수연은 6년 사귄 남자친구 정현과 결혼하려고 하지만 이기적이고 자기밖에 모르는 정현과의 결혼을 주변에서 모두 반대한다""나랑 왜 결혼하고 싶어?"" 정현의 마음을 확신 받고자 던진 수연의 질문에 정현은 뜻밖의 답을 내놓는다""우리 아버지 곧 퇴직하시는데 그전에 뿌린 축의금 환수해야지""뭐? 그게 나와 결혼하려는 이유라고? 혼란스러운 마음도 잠시, 회사 후임 도경과 지독하게 엮여버리는데…접기",https://series.naver.com/comic/detail.series?productNo=10099847&sortOrder=DESC#priceInfo
바스티안,naverseries,솔체,아빈,순정,연재중,목,76,9.8,45,41화,"고물상의 손자와 거지 공주가 결혼했다유효 기간은 2년, 각자의 이익을 도모하기 위한 계약이었다촉망받는 해군 장교이자 대부호, 금빛 찬란한 성공을 거두고도 비천한 혈통 탓에 멸시받는 고물상의 손자바스티안 클라우비츠는 출세와 복수를 위한 징검돌이 필요했다과거의 영광밖에 남지 않은 몰락 귀족, 황실의 혈통을 가지고도 날품팔이를 해 생계를 이어가는 거지 공주오데트 폰 디센은 새로운 삶을 시작하기 위한 돈이 필요했다성공적인 거래라고 생각했다예상치 못한 손해가 발생하기 전까지는“내게 가장 소중한 걸 망쳐 놓았으니, 너도 가장 소중한 걸 잃어야 공평한 거래지 안 그래?” 바스티안은 막대한 손해에 대한 책임을 묻기로 했다증오와 원망,미련, 이 빌어먹을 여자의 이름자까지모든 것이 하얗게 불태워져 사라진 완전한 끝을 위하여접기",https://series.naver.com/comic/detail.series?productNo=9300616&sortOrder=DESC#priceInfo
바디렌탈,naverseries,다라,다라,드라마,완결,일,5,10.0,52,3화,새로운 몸을 원하는 사람들에게 '필요'에 맞는 몸을 파는 '영매사' 염원과그릇된 욕심으로 새로운 인생을 탐하는 인간들의 이야기접기,https://series.naver.com/comic/detail.series?productNo=9340735&sortOrder=DESC#priceInfo
술사전기,naverseries,소명태극,소명태극,무협,시즌 휴재,월,1,8.8,131,5화,"진 가(家)의 천덕꾸러기 신세인 진시열잔혹한 무림세가에서 태어나 10년째 수련에 진전이 없던 그는 우연한 기회로 단약을 정제할 수 있는 능력을 얻게 된다하지만, 그 능력을 발휘하기도 전에가문에서 온갖 수모를 겪게 되고그는 더 이상 굴욕적인 삶을 살지 않으리라굳게 결심한다접기",https://series.naver.com/comic/detail.series?productNo=9114685&sortOrder=DESC#priceInfo
비밀친구,naverseries,이밤애,사바싸,드라마,연재중,목,11,8.5,82,77화,비밀을 알려주는 악마발설하면 상대는 죽는다,https://series.naver.com/comic/detail.series?productNo=8648614&sortOrder=DESC#priceInfo
킬러지존,naverseries,소명태극,소명태극,무협,완결,일,4,8.6,93,4화,"그저 명령대로만 살아온 이름조차 없는 코드네임 킬러A어떤 임무를 하던 도중, 적의 함정으로 미사일 폭격을 맞아 결국 죽게 된다그가 깨어났을 땐, 이세하라는 어느 중원의 이씨 세가의 자식으로 환생하게 되는데하필, 그에겐 아무런 내공이 없는 폐인이였고 원주인은 누군가의 부하들로부터 이미 목숨이 끊긴 상태였던 것 깨어나자마자 부하들은 그를 다시 죽이려 하지만 기적적으로 무공을 펼치고 위기를 모면한 킬러A는 그 힘의 원천이 바로 임무 중에 얻은 반지라는 사실을 깨닫게 되는데…접기",https://series.naver.com/comic/detail.series?productNo=8676245&sortOrder=DESC#priceInfo
완전무결한 웨딩,naverseries,시크크,수핀,순정,완결,금,20,9.7,74,3화,"“신부 없는 결혼식이요?”워커홀릭에다 이성에 관심도 없는 아들에 대한 아버지의 고육지책으로 신부도 없는 결혼식 날짜가 덜컥 잡혀버린 태성 그룹의 대표 이사, 태무진“만약 결혼식까지 태무진 사장님이 신부를 못 구하면 결혼식은 취소되는 건가요?”신부 없는 결혼식에 발등에 불이 떨어진 건 그의 비서, 천수연이었다9년 동안 짝사랑하던 대표님의 신붓감을 손수 찾아 헤매던 찰나,교통사고로 인해 아버지가 혼수상태에 빠지게 되고 그녀는 비서를 그만두게 된다아픈 아버지를 뒤로하고 오빠마저 사라지자 아버지의 회사 ‘가온’을 살리기 위해 그녀가 알고 있는 세상에서 가장 완벽한 보스, 태무진을 찾아가는데……접기",https://series.naver.com/comic/detail.series?productNo=9300978&sortOrder=DESC#priceInfo
여우놀이,naverseries,황혜진,황혜진,순정,연재중,목,60,10.0,91,87화,"평범하게만 살아온 박온유의 일상에 어느 날 찾아와 둘도 없는 베프가 된 ‘예쁜 애’ 신채리두 사람은 서울 고등학교 상목고에 진학하게 된 후, 모든 10대들의 워너비 ‘상목고의 여우들’을 만나 아슬아슬한 여우놀이에 휘말리게 되는데…욕망을 품은 10대 소녀들의 사랑과 우정에 관한 이야기접기",https://series.naver.com/comic/detail.series?productNo=6442158&sortOrder=DESC#priceInfo
신의 최애캐,naverseries,김찹쌀,김찹쌀,드라마,완결,35일,9,9.9,58,8화,"모든 것이 완벽한 고등학생 홍강후 하지만 딱 하나, 그에게 허락되지 않은 것은 바로 '연애'다4월 8일 고백데이를 앞두고 드디어 '모쏠인생' 강후에게도 봄날이 오는가 싶었는데",https://series.naver.com/comic/detail.series?productNo=9092852&sortOrder=DESC#priceInfo
"이만 놓아주세요, 공작님",naverseries,무소,철군희,순정,완결,수,3,8.4,73,2화,"[그 남자, 퍼시]5년 전 실종된 약혼녀가 아이와 함께 나타났다“이 아이, 내 아이가 맞지?”“저희는 이제 아무 관계도 아니에요”하지만 어찌된 일인지 약혼녀는 그를 거부하고,그는 영문을 몰라 답답해하지만, 상관없었다“시간은 많아 그러니까 천천히 하자예전에도, 지금도, 앞으로도,내 인생에 너 말고 다른 여자는 없어”다시 유혹해서, 자신을 사랑하게 만들 셈이었다[그 여자, 메이벨]왕성을 떠난 지 5년 만에 돌아왔다 그의 아이를 데리고“더는 날 사랑하지 않아?”“네 전하를 사랑하지 않아요”“……거짓말”그녀를 죽이려 했으면서, 아무것도 모르는 척뻔뻔하게 다가오는 이 남자가 증오스러웠다“널 사랑해 아주 많이”그런데 왜 심장은 원망스럽게도, 그 앞에서 다시 뛰기 시작하는 건지접기",https://series.naver.com/comic/detail.series?productNo=8948703&sortOrder=DESC#priceInfo
