이름,플랫폼,작가,그림,장르,상태,요일,조회수,좋아요,총화수,무료,무료주기,줄거리,키워드,첫화링크
근육조선,kakaowebtoon,비컵남자,넛,판타지 드라마,연재,토,446.4만,13.4만,50,3,3시간마다 무료,"식품영양학과 전공, 생활스포츠지도사 자격증 1급, 헬창 중에 헬창 최영직그랬던 그가하루 아침에 그 풍성한 근육들을 모두 잃은채 조선 4대왕 세종대왕의 둘째 자식, 수양대군의 몸으로 깨어난다 영직은 꿈인지 생시인지 자신의 아버지가 된 세종대왕을 알현하러 가게 되고,그 훌륭한 세종대왕님을 직접 보게 될 생각에 흥분을 감추지 못하는데에엥? 세종대왕님???웬 숨쉬기도 힘들어 보이는 배불뚝이 아저씨가 앉아있다고도비만에 당뇨병으로 보이는 세종대왕 지병과 병약한 몸뚱아리를 가진 문관들헬스 트레이너 15년차 최영직, 헬창의 긍지가 불타오르기 시작한다“자 어디한번 조선에서 쇠질 전파 좀 해볼까?”","웃기는,개성있는,판타지드라마,빙의물",https://webtoon.kakao.com/content/%EA%B7%BC%EC%9C%A1%EC%A1%B0%EC%84%A0/3769
남편의 말대로 정부를 들였다,kakaowebtoon,"슈퍼코믹스스튜디오, 허효정",슈퍼코믹스스튜디오,로맨스 판타지,시즌완결,토,478.3만,12.3만,43,3,3시간마다 무료,"'“기억하지 루이제? 내 사생활에 참견하는 순간 이 결혼은 끝이야 그걸 받아들인 건 당신이고”결혼 기간 약 3년끊이지 않고 바람을 피우는 남편에게 지친 어느 날,남편이 정부를 들이라고 했다그의 말대로 정부를 구해보려고 뒷골목에서 가장 유명한 지골로를 찾아오긴 했는데……“그래서 받아들일 건가요?”“예 기꺼이”가면을 벗은 지골로가 낯익은 얼굴이다대공이 왜 여기에?","긴장감있는,몰입되는,로맨스판타지,치정물",https://webtoon.kakao.com/content/%EB%82%A8%ED%8E%B8%EC%9D%98-%EB%A7%90%EB%8C%80%EB%A1%9C-%EC%A0%95%EB%B6%80%EB%A5%BC-%EB%93%A4%EC%98%80%EB%8B%A4/3816
나는 회귀자가 아닙니다,kakaowebtoon,400,블랙워터,판타지 드라마,연재,토,20.5만,"7,699",39,3,3시간마다 무료,"어느날은발의 여신이 눈 앞에 나타났다[역천의 별 운명을 거스르는 존재 종말이 지어진 세계의 유일한 구원자━]뭔 소리 하는 거야 이 여자[그대가 바로 회귀자로구나]""…예?”아닌데요?","몰입되는,긴장감있는,판타지드라마,성공성장물",https://webtoon.kakao.com/content/%EB%82%98%EB%8A%94-%ED%9A%8C%EA%B7%80%EC%9E%90%EA%B0%80-%EC%95%84%EB%8B%99%EB%8B%88%EB%8B%A4/3837
시련의 꽃에서 탈출하겠다,kakaowebtoon,앤트스튜디오,앤트스튜디오,로맨스,연재,토,68.4만,2.7만,32,3,3시간마다 무료,"밤새 대본을 보다 지쳐 잠들었을 뿐인데김치 싸대기, 출생의 비밀, 기억 상실증온갖 황당한 시추에이션이 난무하는 막장 드라마‘시련의 꽃’의 악녀 차예련으로 빙의했다“내가 지켜 줄게, 차예련 드라마가 결말을 맞이해도 현실로 돌아갈 수 없다면 네가 곧 나일 테니까”차예련의 목표는 단 한 가지감옥에 갇혀 평생을 살아야 하는 불행한 엔딩을 피하는 것여주인공 한서리의 해피 엔딩을 위한 드라마 속에서악녀 차예련은 천천히 이 막장 드라마를 자신의 색깔로 물들여 가는데……“당신, 누구야?”그런데 극중 서브 남주 박은우의 상태가 수상하다여주인공 한서리를 위해 희생해야 할 그가 자꾸만 차예련의 곁을 맴도는데……과연 그녀는 불행한 엔딩을 딛고 시련의 꽃을 탈출할 수 있을까?","통쾌한,긴장감있는,로맨스,막장드라마",https://webtoon.kakao.com/content/%EC%8B%9C%EB%A0%A8%EC%9D%98-%EA%BD%83%EC%97%90%EC%84%9C-%ED%83%88%EC%B6%9C%ED%95%98%EA%B2%A0%EB%8B%A4/3974
우리가 가족이 될 수 있을까요?,kakaowebtoon,말차비엔나,말차비엔나,로맨스 판타지,연재,토,500.8만,22.7만,110,3,3시간마다 무료,"아그니스 공작의 시한부 딸을 대신하여황태자와 결혼하기 위해 입양된, '나비아 아그니스'""진짜 가족이 되고 싶어요""가족의 애정에 목을 맸던 나비아는학대를 받으면서도 황후가 되기 위해 최선을 다하지만,공작의 친딸인 비비안의 병이 낫는 순간, 가족들에게 버려진다아니, 그때마다 버려졌다는 것이 맞을 것이다""대체 얼마나 더 노력해야 하는 걸까요? 당신들의 가족이 되려면""나비아는 피에 젖은 장갑을 벗었다그러자 오른 손목에 남들에게는 보이지 않는 숫자가 드러났다1그녀는 숫자를 내려다보며 담담히 고백했다""이제 가족 놀이는 그만하려고요""그 순간, 손목의 숫자가 바뀌었다0그렇게 다시 시작된 삶""나를 건드렸다면, 대가는 치러야지""과연 그녀는 아그니스 공작가에 복수하고,성인이 될 때까지 자신을 보호해 줄 임시 가족을 찾을 수 있을 것인가","따뜻한,감동적인,로맨스판타지,회귀물",https://webtoon.kakao.com/content/%EC%9A%B0%EB%A6%AC%EA%B0%80-%EA%B0%80%EC%A1%B1%EC%9D%B4-%EB%90%A0-%EC%88%98-%EC%9E%88%EC%9D%84%EA%B9%8C%EC%9A%94/2972
용사 동생은 아카데미 고인물,kakaowebtoon,jd,jd,학원/판타지,연재,토,152.5만,5.4만,77,4,3시간마다 무료,"수많은 인간을 몰살한 용왕종과의 마지막 싸움에서 동료들과 친형 에시르 데나토스를 잃은 루드 데나토스 눈앞에 나타난 정체불명의 용을 벤 순간 아카데미 생도 시절로 회귀한다이번에는 과거를 반복하지 않고 용을 모조리 죽이려는 루드 하지만, 회귀한 과거에는 자신의 친형이자 불세출의 천재 용사 에시르가 존재하지 않는다에시르의 빈자리를 채우려는 루드는 최강의 용왕종 칠재룡이 나타나기 전에 모든 준비를 마치려하는데… 과연 루드는 형을 찾고 전생의 복수를 이룰 수 있을까?","역동적인,몰입되는,학원/판타지,회귀물",https://webtoon.kakao.com/content/%EC%9A%A9%EC%82%AC-%EB%8F%99%EC%83%9D%EC%9D%80-%EC%95%84%EC%B9%B4%EB%8D%B0%EB%AF%B8-%EA%B3%A0%EC%9D%B8%EB%AC%BC/3342
나에게 반한 남자,kakaowebtoon,만달,Lize,로맨스,연재,토,113.5만,2.1만,41,3,1일마다 무료,"        믿었던 친구에게 5년 사귄 남자친구를 빼앗긴 임이랑그 둘의 결혼식에 찾아가 웃으며 사진 찍고부디 불행해지길 빌어주며 돌아 나오던 그때,항상 자신을 설레게 했던 선재영과 재회한다""잘 지냈어요?""과거처럼 스쳐가는 인연인 줄 알았는데새로 옮긴 회사 옆자리, 그것도 사수와 부사수로 마주치게 되었다?""주인님""""저녁에 시간 좀 내주시죠?""복잡한 이랑의 마음을 아는지 모르는지계속해서 다가오는 재영직진 연하남과의 달달하고 설레는 로맨스,나에게 반한 남자","설레는,몰입되는,로맨스,오피스물",https://webtoon.kakao.com/content/%EB%82%98%EC%97%90%EA%B2%8C-%EB%B0%98%ED%95%9C-%EB%82%A8%EC%9E%90/3887
새황후,kakaowebtoon,지오,송미,로맨스 판타지,시즌완결,토,65.7만,2.6만,36,3,1일마다 무료,"        새를 신성시하는 아폴리네르 제국에는 은빛과 금빛으로 이루어진 신조神鳥가 내려오는 날 제국이 영원한 영광을 누릴 것이라는 신탁이 대대로 전해 내려오고 있었다아폴리네르 제국의 젊은 황제 리샤르는 반려조 듀라한이 가져온 신조의 알을 발견하고 온 마음을 다해 보살핀다드디어 알이 깨지던 날, 많은 기대를 받으며 알 속에서 나온 것은···""쮸리쮸리""들어본 적 없는 울음 소리를 내는 작은 새였다","귀여운,통쾌한,로맨스판타지,힐링물",https://webtoon.kakao.com/content/%EC%83%88%ED%99%A9%ED%9B%84/3890
"보스 몹답게 행동하세요, 스왈로우 씨!",kakaowebtoon,욱작가,욱작가,판타지 드라마,연재,토,196.1만,6.6만,43,3,3시간마다 무료,"바야흐로 도래한 던전 공략의 시대사실상 공략이 불가능하다고 여겨지는최강의 일곱 던전, 태악 7굴그중에서도 가장 악명 높은 던전인 '태고의 중추' 깊은 곳에는,사상 최악의 보스 몬스터 '스왈로우'가 살고 있다""던전 보스라는 작자가인간들이 코앞에 올 때까지 졸고 있었다는 게 말이나 됩니까??""인간들의 방문이 끊이지 않는 탓에태고의 중추의 문턱은 마를 날이 없고,스왈로우를 향한 잔소리 역시 멈출 날이 없는데?""하 하기 싫어""그저 편하게 쉬고 싶을 뿐인 보스 몬스터의 고군분투기**************************웹툰 [보스 몹답게 행동하세요, 스왈로우 씨]는 매주 토요일, 주 1회 연재됩니다","역동적인,몰입되는,판타지드라마,기사물",https://webtoon.kakao.com/content/%EB%B3%B4%EC%8A%A4-%EB%AA%B9%EB%8B%B5%EA%B2%8C-%ED%96%89%EB%8F%99%ED%95%98%EC%84%B8%EC%9A%94-%EC%8A%A4%EC%99%88%EB%A1%9C%EC%9A%B0-%EC%94%A8/3892
돈으로 약혼자를 키웠습니다,kakaowebtoon,몽당,23,로맨스 판타지,연재,토,353.8만,12.3만,40,3,3시간마다 무료,"넘치는 재력, 빼어난 외모일리아 블로든의 인생은 완벽했다약혼자의 바람을 목격하기 전까지는""취향, 취미, 내 모든 걸 바꾸고, 바라는 모든 걸 들어줬는데 더 이상은 호구처럼 살지 않을 거야 파혼해 주겠어""완벽한 파혼을 위한 새로운 약혼자, 카르한 에반테온카르한의 무시무시한 소문을 방패로 삼으려 했는데“연무장에서 발견한 꽃인데, 일리아에게 꼭 보여주고 싶었습니다”알고 보니 순둥한 강아지였잖아? 이 약혼, 괜찮겠지?","설레는,통쾌한,로맨스판타지,로맨틱코미디물",https://webtoon.kakao.com/content/%EB%8F%88%EC%9C%BC%EB%A1%9C-%EC%95%BD%ED%98%BC%EC%9E%90%EB%A5%BC-%ED%82%A4%EC%9B%A0%EC%8A%B5%EB%8B%88%EB%8B%A4/3891
립서비스,kakaowebtoon,시빈과,정인,로맨스,연재,토,67.3만,1.4만,32,3,1일마다 무료,"대학 시절 연인이었던 유신과 관련된 추문으로 오랫동안 상처투성이로 살아온 여자, 한선율 수치스러운 소문만 남기고 한순간에 증발한 유신을 원망하며 살던 그녀 앞에, 그가 8년 만에 다시 나타났다 “보고 싶었어요?”“뭐?”“그런 표정이길래” 무슨 일이 있었냐는 듯 뻔뻔하게 다시 나타난 것도 모자라,  “김기철이랑 결혼하지 마” “상상 이상으로 나쁜 새끼야 선배에게 상처만 줄 거라고”  그녀의 남자친구인 기철을 향해 날을 세우는 그를 선율은 도무지 이해할 수 없다 하지만 그녀는 곧 유신과 기철 사이에 자신이 모르는 무언가가 있음을 알아차리는데…","궁금하게하는,몰입되는,로맨스,치정물",https://webtoon.kakao.com/content/%EB%A6%BD%EC%84%9C%EB%B9%84%EC%8A%A4/3940
악녀는 대공을 사로잡았다,kakaowebtoon,"뽀리삐, 뺩",도롱,로맨스 판타지,연재,토,242만,5.3만,32,3,3시간마다 무료,"소설 속 최애가 죽었다여주에게 버림받고 감정을 잃은 그는 더 이상 능력을 쓸 수 없었고,그가 약해지자 북부는 무너졌다그의 시체조차 찾지 못한 채 소설은 주인공들의 해피엔딩만을 그렸다그리고 그 소설 속 악녀 ‘슈에르’에 빙의한 나‘차라리 그가 여주를 만나기 전에 감정을 되찾아 주겠어’그렇게 떠난 북부행“대공님, 저 손 한 번만 잡아 보면 안 될까요? 아니면 사인이라도 가보로 간직할게요”“내 사인을 받고 싶다면 영애도 이곳에 사인과 지장을 찍게”“이게 뭔데요?”“혼인 신고서”네?“그저 지금처럼 하면 돼아무래도 영애의 행동이 내게 모종의 신경질을 유발하는 것 같거든”……저 설마 지금 계 탔나요?","발랄한,귀여운,로맨스판타지,로맨틱코미디물",https://webtoon.kakao.com/content/%EC%95%85%EB%85%80%EB%8A%94-%EB%8C%80%EA%B3%B5%EC%9D%84-%EC%82%AC%EB%A1%9C%EC%9E%A1%EC%95%98%EB%8B%A4/3941
"폐하, 또 죽이진 말아주세요",kakaowebtoon,혜용,하연,로맨스 판타지,연재,토,599.1만,21.7만,126,3,3시간마다 무료,"폭군의 손에 아버지와 어머니, 동생, 뒤이어 내 목까지 단두대 위에서 잘려나갔다 그리고 나는 눈을 떴다 열 두살의 생일이었다 열 세살의 어린 황녀(?)가 잔인한 폭군 황제가 되기 전에 나는 어떻게든 저 인간 옆에 붙어 간신이 되어야 했다 살기 위해, 가족을 구하기 위해 인간 불신에 빠진 저 폭군의 눈에 들어야 해 그래야만 내가 살 수 있어 그런데 끔찍한 저 괴물이 점점 달라지기 시작한다 ""난 내 손에 쥔 것은 아껴 그러니까 내 허락없이 네 몸에 상처 내지 마""","궁금하게하는,설레는,로맨스판타지,회귀물",https://webtoon.kakao.com/content/%ED%8F%90%ED%95%98-%EB%98%90-%EC%A3%BD%EC%9D%B4%EC%A7%84-%EB%A7%90%EC%95%84%EC%A3%BC%EC%84%B8%EC%9A%94/2428
테이밍 마스터,kakaowebtoon,ARC,pallet,학원/판타지,연재,토,784.3만,21.6만,144,3,3시간마다 무료,"전 세계에서 가장 인지도 높은 VR(가상현실) 게임 ‘카일란’ 가상현실학과에서도 유명한 자타공인의 게임 폐인 이안  서버에서 순위권에 드는 궁수로서 남부러울 것 없는 그가우연히 획득하게 된 히든 클래스로의 전직을 위해 주위의 반대를 무릅쓰고93레벨의 캐릭터를 과감히 삭제한다 그가 선택한 것은 카일란 최고의 노답 직업인 소환술사? 엎친 데 덮친 격으로 F학점을 피하려면 두 달 안에 삭제한 캐릭터의 레벨까지 올려야 하는데… 100렙까지는 1년이 걸린다는 극악의 레벨업을 자랑하는 카일란에서불과 두 달만에 93레벨을 찍기 위한 그의 고군분투가 펼쳐지는데 레벨 업을 향해 더 빨리, 더 철저하게, 더 끈질기게 『테이밍 마스터』의 전설이 시작된다","통쾌한,궁금하게하는,학원/판타지,레벨업물",https://webtoon.kakao.com/content/%ED%85%8C%EC%9D%B4%EB%B0%8D-%EB%A7%88%EC%8A%A4%ED%84%B0/2433
접경지역의 동물병원,kakaowebtoon,하리,최팔호,판타지 드라마,연재,토,618.9만,25.7만,103,3,3시간마다 무료,"파리 날리는 동물병원 수의사에서 신수들의 명의가 되다  대출금에 허덕이는 동물병원 원장, 김아영어느 날 한 통의 전화를 받게 된다""거기 파충류도 진료 보나요?""생계를 위해 전공도 아닌 파충류 진료를 맡는데,""저 용도 파충류 맞죠?""청룡이 진료를 보러 왔다 기절초풍 끝에 청룡을 치료해줬더니 입소문이 나버린 아영 동물병원 신수 환자들이 줄을 잇는다 상상도 못한 정체의 동물들을 보며 두려움도 잠시,세상 물정 모르는 그들의 후한 진료비에 넘어간 아영""괴물? 청룡? 알 게 뭐야 돈이 최고지"" 겁 없이 영안을 뜬 수의사의 신수 진료기아영은 무사히 특별한 환자들을 치료하고 평화로운 일상으로 돌아갈 수 있을까?","귀여운,발랄한,판타지드라마,힐링물",https://webtoon.kakao.com/content/%EC%A0%91%EA%B2%BD%EC%A7%80%EC%97%AD%EC%9D%98-%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90/2443
토끼와 흑표범의 공생관계,kakaowebtoon,목인,사담,로맨스 판타지,연재,토,"2,913.8만",126.1만,141,3,3시간마다 무료,"18살이 지났음에도 아직도 사람으로 변하지 못한 채 새끼 토끼로 남아서 가문의 수치가 된 비비 래비안 어느 날, 바구니에 담겨져 흑표범 영토에 버림을 받게 되는데 죽임을 당하게 된 위기에서 비비를 구해준 건 다름 아닌 더 큰 위기? 낯선 흑표범에게 주워져 생전 처음 보는 호화저택에서의 생활이 시작된 비비 비상식량으로 주워왔다며 비비를 놀려대는 흑표범 수인은 알고 보니 흑표범 영토 수장가의 아들이자 차기 수장이었다 주변에 맹수들 밖에 없는 이 위험한 곳에서 탈출하고자 아등바등대지만, 손바닥 만한 새끼 토끼 입장에선 뛰어봤자 벼룩 하지만 왠지 나, 여기서 귀염 받고 있는 듯? 예쁨 받고 있는 듯? 맛있는 건초도 잔뜩 있고, 게다가 화려한 무도회에 초대까지? 맹수들의 페로몬을 맡고 어지러움을 느낀 후 갑자기 사람으로 변한 비비 이게 무슨 일이지? 갑자기 인간이 되다니 내 페로몬에 무슨 일이 있는 거야? 대체 내 정체는 뭐지??","웃기는,귀여운,로맨스판타지,수인물",https://webtoon.kakao.com/content/%ED%86%A0%EB%81%BC%EC%99%80-%ED%9D%91%ED%91%9C%EB%B2%94%EC%9D%98-%EA%B3%B5%EC%83%9D%EA%B4%80%EA%B3%84/2567
